order,seasonal_order,aic,bic,rmse,mae,ljungbox_pvalue,shapiro_pvalue
"(0, 0, 0)","(0, 1, 0, 12)",69.15030365034325,71.82313248480516,0.5854485459884583,0.47500000000000003,0.0001745416047425555,0.061751692489386556
"(1, 0, 0)","(0, 1, 0, 12)",69.45569086076722,74.80134852969103,0.5859123833814017,0.47533853065493203,0.0015129019893528179,0.043308366031704376
"(0, 0, 1)","(0, 1, 0, 12)",69.663570514591,74.99044870281513,0.5858887760349806,0.47532151090787567,0.0010383378711023787,0.0405568220544424
"(0, 1, 2)","(0, 1, 0, 12)",70.14101820350635,78.07419090093046,0.6126654299196835,0.4999315084686209,0.0017335521987573654,0.9559578589421757
"(1, 1, 2)","(0, 1, 0, 12)",70.57886634751624,81.15642994408174,0.5897701350871859,0.47870470909479756,0.0032118443874490196,0.11092452803405056
"(1, 0, 1)","(0, 1, 0, 12)",70.5814224240928,78.57173970642901,0.5851227789160197,0.4747427914691997,0.002717784951795345,0.06883314737205605
"(2, 1, 2)","(0, 1, 0, 12)",70.89018437133467,84.11213886704152,0.6017386103694321,0.4910179408882011,0.007916383813716963,0.5539793568802576
"(2, 0, 0)","(0, 1, 0, 12)",71.0113558958997,79.0016731782359,0.585374408169687,0.47493825189444155,0.0026690460317453078,0.0797546974462685
"(1, 0, 2)","(0, 1, 0, 12)",71.51541916893174,82.13126056956183,0.5829885056079833,0.4731771120195966,0.008897740268029763,0.15550202979198063
"(0, 0, 2)","(0, 1, 0, 12)",71.86676480665221,79.82864585712478,0.5857175857939882,0.4751877767717978,0.0014415556508432092,0.05932469314428634
"(2, 0, 1)","(0, 1, 0, 12)",72.19475404531374,82.84851042176201,0.5845952176594251,0.4743407467289154,0.003535679708774785,0.0936253732335889
"(2, 0, 2)","(0, 1, 0, 12)",73.41421470418842,86.68401645497605,0.5845122287547022,0.47479857238533524,0.015052557392967455,0.1877771773459837
"(0, 1, 0)","(0, 1, 1, 12)",73.71662446248406,78.80321402702407,0.6280124586449426,0.4399210758623364,0.0065112593123076426,0.003111082330942001
